"Country Code","Region","IncomeGroup","SpecialNotes","TableName",
"NIC","Latin America & Caribbean","Lower middle income","April 2013 database update: Based on official government statistics, national accounts data were revised for 1994 onward; the base year changed to 2006.","Nicaragua",
